timestamp,price [€/MWh],cleared_volume [MW]
2024-06-13 22:00:00+00:00,90.13,35.0
2024-06-13 22:15:00+00:00,85.96,37.5
2024-06-13 22:30:00+00:00,79.54,40.0
2024-06-13 22:45:00+00:00,74.1,40.0
2024-06-13 23:00:00+00:00,78.6,35.25
2024-06-13 23:15:00+00:00,74.35,35.0
2024-06-13 23:30:00+00:00,69.97,35.0
2024-06-13 23:45:00+00:00,59.47,37.5
2024-06-14 00:00:00+00:00,71.2,29.5
2024-06-14 00:15:00+00:00,71.22,29.25
2024-06-14 00:30:00+00:00,54.88,30.0
2024-06-14 00:45:00+00:00,39.5,29.25
2024-06-14 01:00:00+00:00,65.34,30.0
2024-06-14 01:15:00+00:00,63.0,32.5
2024-06-14 01:30:00+00:00,57.0,30.4
2024-06-14 01:45:00+00:00,42.9,30.0
2024-06-14 02:00:00+00:00,56.0,32.5
2024-06-14 02:15:00+00:00,56.21,30.0
2024-06-14 02:30:00+00:00,60.0,30.0
2024-06-14 02:45:00+00:00,54.0,28.025
2024-06-14 03:00:00+00:00,55.0,30.0
2024-06-14 03:15:00+00:00,56.06,27.5
2024-06-14 03:30:00+00:00,66.2,22.5
2024-06-14 03:45:00+00:00,75.54,22.5
2024-06-14 04:00:00+00:00,63.68,30.0
2024-06-14 04:15:00+00:00,84.34,27.5
2024-06-14 04:30:00+00:00,91.78,27.75
2024-06-14 04:45:00+00:00,87.2,28.25
2024-06-14 05:00:00+00:00,96.82,25.0
2024-06-14 05:15:00+00:00,90.08,25.0
2024-06-14 05:30:00+00:00,97.1,30.25
2024-06-14 05:45:00+00:00,92.0,30.75
2024-06-14 06:00:00+00:00,109.11,5.0
2024-06-14 06:15:00+00:00,99.55,7.5
2024-06-14 06:30:00+00:00,95.0,10.0
2024-06-14 06:45:00+00:00,86.89,12.5
2024-06-14 07:00:00+00:00,104.2,6.0
2024-06-14 07:15:00+00:00,102.01,7.75
2024-06-14 07:30:00+00:00,74.0,8.7
2024-06-14 07:45:00+00:00,72.3,13.75
2024-06-14 08:00:00+00:00,83.19,11.25
2024-06-14 08:15:00+00:00,82.17,10.0
2024-06-14 08:30:00+00:00,72.66,15.0
2024-06-14 08:45:00+00:00,66.03,17.5
2024-06-14 09:00:00+00:00,72.22,17.5
2024-06-14 09:15:00+00:00,68.39,20.0
2024-06-14 09:30:00+00:00,62.0,20.0
2024-06-14 09:45:00+00:00,45.98,20.0
2024-06-14 10:00:00+00:00,68.0,13.4
2024-06-14 10:15:00+00:00,54.0,13.4
2024-06-14 10:30:00+00:00,38.0,13.525
2024-06-14 10:45:00+00:00,27.6,16.4
2024-06-14 11:00:00+00:00,52.0,13.575
2024-06-14 11:15:00+00:00,50.0,13.575
2024-06-14 11:30:00+00:00,29.22,13.575
2024-06-14 11:45:00+00:00,18.78,10.825
2024-06-14 12:00:00+00:00,28.49,27.5
2024-06-14 12:15:00+00:00,30.75,30.0
2024-06-14 12:30:00+00:00,38.0,27.5
2024-06-14 12:45:00+00:00,45.31,27.5
2024-06-14 13:00:00+00:00,10.0,7.5
2024-06-14 13:15:00+00:00,12.71,7.5
2024-06-14 13:30:00+00:00,33.0,7.4
