dates,con,gen,off,inj
2024-12-31 23:00:00+00:00,,,0.19325,0.0
2024-12-31 23:15:00+00:00,,,2.825,0.0
2024-12-31 23:30:00+00:00,,,17.4,0.0
2024-12-31 23:45:00+00:00,,,6.625,0.0
2025-01-01 00:00:00+00:00,,,9.4,0.0
2025-01-01 00:15:00+00:00,,,20.4,0.0
2025-01-01 00:30:00+00:00,,,19.325,0.0
2025-01-01 00:45:00+00:00,,,17.525,0.0
2025-01-01 01:00:00+00:00,,,5.85,0.0
2025-01-01 01:15:00+00:00,,,7.425,0.0
2025-01-01 01:30:00+00:00,,,4.05,0.0
2025-01-01 01:45:00+00:00,,,0.0,1.67
2025-01-01 02:00:00+00:00,,,26.25,0.0
2025-01-01 02:15:00+00:00,,,19.7,0.0
2025-01-01 02:30:00+00:00,,,18.325,0.0
2025-01-01 02:45:00+00:00,,,19.25,0.0
2025-01-01 03:00:00+00:00,,,15.7,0.0
2025-01-01 03:15:00+00:00,,,12.7,0.0
2025-01-01 03:30:00+00:00,,,0.0,6.6
2025-01-01 03:45:00+00:00,,,0.0,4.55
2025-01-01 04:00:00+00:00,,,31.25,0.0
2025-01-01 04:15:00+00:00,,,16.1,0.0
2025-01-01 04:30:00+00:00,,,14.35,0.0
2025-01-01 04:45:00+00:00,,,3.125,0.0
2025-01-01 05:00:00+00:00,,,29.0,0.0
2025-01-01 05:15:00+00:00,,,28.25,0.0
2025-01-01 05:30:00+00:00,,,0.0,8.3
2025-01-01 05:45:00+00:00,,,17.5,0.0
2025-01-01 06:00:00+00:00,,,18.425,0.0
2025-01-01 06:15:00+00:00,,,28.0,0.0
2025-01-01 06:30:00+00:00,,,8.325,0.0
2025-01-01 06:45:00+00:00,,,15.275,0.0
2025-01-01 07:00:00+00:00,,,49.5,0.0
2025-01-01 07:15:00+00:00,,,2.2125,0.0
2025-01-01 07:30:00+00:00,,,7.875,0.0
2025-01-01 07:45:00+00:00,,,20.1,0.0
2025-01-01 08:00:00+00:00,,,36.0,0.0
2025-01-01 08:15:00+00:00,,,0.0,17.0
2025-01-01 08:30:00+00:00,,,0.0,0.8125
2025-01-01 08:45:00+00:00,,,0.0,12.075
2025-01-01 09:00:00+00:00,,,0.0,5.15
2025-01-01 09:15:00+00:00,,,0.2775,0.0
2025-01-01 09:30:00+00:00,,,0.0,28.5
2025-01-01 09:45:00+00:00,,,0.0,49.5
2025-01-01 10:00:00+00:00,,,0.0,37.0
2025-01-01 10:15:00+00:00,,,0.0,31.0
2025-01-01 10:30:00+00:00,,,0.0,41.25
2025-01-01 10:45:00+00:00,,,0.0,37.0
2025-01-01 11:00:00+00:00,,,0.0,8.075
2025-01-01 11:15:00+00:00,,,0.0,2.2275
2025-01-01 11:30:00+00:00,,,0.0,3.725
2025-01-01 11:45:00+00:00,,,0.0,11.85
2025-01-01 12:00:00+00:00,,,21.025,0.0
2025-01-01 12:15:00+00:00,,,0.0,6.8
2025-01-01 12:30:00+00:00,,,0.0,2.975
2025-01-01 12:45:00+00:00,,,0.0,6.975
2025-01-01 13:00:00+00:00,,,0.0,1.61
2025-01-01 13:15:00+00:00,,,3.65,0.0
2025-01-01 13:30:00+00:00,,,0.0,0.13175
2025-01-01 13:45:00+00:00,,,0.0,2.775
2025-01-01 14:00:00+00:00,,,0.0,36.0
2025-01-01 14:15:00+00:00,,,0.0,24.4
2025-01-01 14:30:00+00:00,,,0.0,1.18
2025-01-01 14:45:00+00:00,,,0.0,2.8
2025-01-01 15:00:00+00:00,,,0.0,0.8975
2025-01-01 15:15:00+00:00,,,15.875,0.0
2025-01-01 15:30:00+00:00,,,22.225,0.0
2025-01-01 15:45:00+00:00,,,0.0,4.35
2025-01-01 16:00:00+00:00,,,17.55,0.0
2025-01-01 16:15:00+00:00,,,18.325,0.0
2025-01-01 16:30:00+00:00,,,16.125,0.0
2025-01-01 16:45:00+00:00,,,20.35,0.0
2025-01-01 17:00:00+00:00,,,33.25,0.0
2025-01-01 17:15:00+00:00,,,0.0,0.21275
2025-01-01 17:30:00+00:00,,,14.175,0.0
2025-01-01 17:45:00+00:00,,,18.125,0.0
2025-01-01 18:00:00+00:00,,,16.675,0.0
2025-01-01 18:15:00+00:00,,,26.25,0.0
2025-01-01 18:30:00+00:00,,,6.925,0.0
2025-01-01 18:45:00+00:00,,,15.5,0.0
2025-01-01 19:00:00+00:00,,,25.25,0.0
2025-01-01 19:15:00+00:00,,,29.75,0.0
2025-01-01 19:30:00+00:00,,,12.1,0.0
2025-01-01 19:45:00+00:00,,,1.245,0.0
2025-01-01 20:00:00+00:00,,,47.0,0.0
2025-01-01 20:15:00+00:00,,,9.05,0.0
2025-01-01 20:30:00+00:00,,,34.25,0.0
2025-01-01 20:45:00+00:00,,,38.75,0.0
2025-01-01 21:00:00+00:00,,,45.0,0.0
2025-01-01 21:15:00+00:00,,,48.25,0.0
2025-01-01 21:30:00+00:00,,,39.5,0.0
2025-01-01 21:45:00+00:00,,,18.675,0.0
2025-01-01 22:00:00+00:00,,,12.425,0.0
2025-01-01 22:15:00+00:00,,,14.325,0.0
2025-01-01 22:30:00+00:00,,,3.6,0.0
2025-01-01 22:45:00+00:00,,,2.0825,0.0
2025-01-01 23:00:00+00:00,,,0.0,2.625
2025-01-01 23:15:00+00:00,,,4.525,0.0
2025-01-01 23:30:00+00:00,,,5.025,0.0
2025-01-01 23:45:00+00:00,,,0.0,2.625
2025-01-02 00:00:00+00:00,,,5.275,0.0
2025-01-02 00:15:00+00:00,,,5.85,0.0
2025-01-02 00:30:00+00:00,,,11.95,0.0
2025-01-02 00:45:00+00:00,,,19.825,0.0
2025-01-02 01:00:00+00:00,,,35.5,0.0
2025-01-02 01:15:00+00:00,,,19.75,0.0
2025-01-02 01:30:00+00:00,,,19.275,0.0
2025-01-02 01:45:00+00:00,,,0.01225,0.0
2025-01-02 02:00:00+00:00,,,22.125,0.0
2025-01-02 02:15:00+00:00,,,16.575,0.0
2025-01-02 02:30:00+00:00,,,17.875,0.0
2025-01-02 02:45:00+00:00,,,11.45,0.0
2025-01-02 03:00:00+00:00,,,15.85,0.0
2025-01-02 03:15:00+00:00,,,17.7,0.0
2025-01-02 03:30:00+00:00,,,17.275,0.0
2025-01-02 03:45:00+00:00,,,17.25,0.0
2025-01-02 04:00:00+00:00,,,18.225,0.0
2025-01-02 04:15:00+00:00,,,16.65,0.0
2025-01-02 04:30:00+00:00,,,16.425,0.0
2025-01-02 04:45:00+00:00,,,17.6,0.0
2025-01-02 05:00:00+00:00,,,18.075,0.0
2025-01-02 05:15:00+00:00,,,17.2,0.0
2025-01-02 05:30:00+00:00,,,18.25,0.0
2025-01-02 05:45:00+00:00,,,28.0,0.0
2025-01-02 06:00:00+00:00,,,36.5,0.0
2025-01-02 06:15:00+00:00,,,40.25,0.0
2025-01-02 06:30:00+00:00,,,39.5,0.0
2025-01-02 06:45:00+00:00,,,38.5,0.0
2025-01-02 07:00:00+00:00,,,39.0,0.0
2025-01-02 07:15:00+00:00,,,39.75,0.0
2025-01-02 07:30:00+00:00,,,52.5,0.0
2025-01-02 07:45:00+00:00,,,16.075,0.0
2025-01-02 08:00:00+00:00,,,28.75,0.0
2025-01-02 08:15:00+00:00,,,25.75,0.0
2025-01-02 08:30:00+00:00,,,38.0,0.0
2025-01-02 08:45:00+00:00,,,4.175,0.0
2025-01-02 09:00:00+00:00,,,0.0,28.75
2025-01-02 09:15:00+00:00,,,0.0,27.0
2025-01-02 09:30:00+00:00,,,0.0,30.0
2025-01-02 09:45:00+00:00,,,0.0,67.75
2025-01-02 10:00:00+00:00,,,0.0,69.5
2025-01-02 10:15:00+00:00,,,0.0,106.25
2025-01-02 10:30:00+00:00,,,0.0,126.25
2025-01-02 10:45:00+00:00,,,0.0,137.75
2025-01-02 11:00:00+00:00,,,0.0,145.5
2025-01-02 11:15:00+00:00,,,0.0,121.25
2025-01-02 11:30:00+00:00,,,0.0,122.0
2025-01-02 11:45:00+00:00,,,0.0,147.0
2025-01-02 12:00:00+00:00,,,0.0,129.0
2025-01-02 12:15:00+00:00,,,0.0,144.0
2025-01-02 12:30:00+00:00,,,0.0,164.0
2025-01-02 12:45:00+00:00,,,0.0,105.5
2025-01-02 13:00:00+00:00,,,0.0,149.25
2025-01-02 13:15:00+00:00,,,0.0,85.5
2025-01-02 13:30:00+00:00,,,0.0,64.0
2025-01-02 13:45:00+00:00,,,0.0,90.0
2025-01-02 14:00:00+00:00,,,0.0,15.525
2025-01-02 14:15:00+00:00,,,7.925,0.0
2025-01-02 14:30:00+00:00,,,16.875,0.0
2025-01-02 14:45:00+00:00,,,33.25,0.0
2025-01-02 15:00:00+00:00,,,63.5,0.0
2025-01-02 15:15:00+00:00,,,65.0,0.0
2025-01-02 15:30:00+00:00,,,57.0,0.0
2025-01-02 15:45:00+00:00,,,61.5,0.0
2025-01-02 16:00:00+00:00,,,64.5,0.0
2025-01-02 16:15:00+00:00,,,29.75,0.0
2025-01-02 16:30:00+00:00,,,29.5,0.0
2025-01-02 16:45:00+00:00,,,29.25,0.0
2025-01-02 17:00:00+00:00,,,28.75,0.0
2025-01-02 17:15:00+00:00,,,36.0,0.0
2025-01-02 17:30:00+00:00,,,51.5,0.0
2025-01-02 17:45:00+00:00,,,57.25,0.0
2025-01-02 18:00:00+00:00,,,28.75,0.0
2025-01-02 18:15:00+00:00,,,55.75,0.0
2025-01-02 18:30:00+00:00,,,51.25,0.0
2025-01-02 18:45:00+00:00,,,53.0,0.0
2025-01-02 19:00:00+00:00,,,2.7,0.0
2025-01-02 19:15:00+00:00,,,25.5,0.0
2025-01-02 19:30:00+00:00,,,22.35,0.0
2025-01-02 19:45:00+00:00,,,39.5,0.0
2025-01-02 20:00:00+00:00,,,0.0,2.2475
2025-01-02 20:15:00+00:00,,,0.0,2.3175
2025-01-02 20:30:00+00:00,,,10.825,0.0
2025-01-02 20:45:00+00:00,,,21.2,0.0
2025-01-02 21:00:00+00:00,,,0.0,4.075
2025-01-02 21:15:00+00:00,,,14.475,0.0
2025-01-02 21:30:00+00:00,,,24.425,0.0
2025-01-02 21:45:00+00:00,,,46.0,0.0
2025-01-02 22:00:00+00:00,,,42.0,0.0
2025-01-02 22:15:00+00:00,,,39.5,0.0
2025-01-02 22:30:00+00:00,,,0.14525,0.0
2025-01-02 22:45:00+00:00,,,2.2775,0.0
2025-01-02 23:00:00+00:00,,,0.0,2.3875
2025-01-02 23:15:00+00:00,,,3.3,0.0
2025-01-02 23:30:00+00:00,,,13.8,0.0
2025-01-02 23:45:00+00:00,,,1.7175,0.0
2025-01-03 00:00:00+00:00,,,5.55,0.0
2025-01-03 00:15:00+00:00,,,0.0,0.335
2025-01-03 00:30:00+00:00,,,0.0,2.625
2025-01-03 00:45:00+00:00,,,0.0,2.675
2025-01-03 01:00:00+00:00,,,0.0,0.10725
2025-01-03 01:15:00+00:00,,,18.125,0.0
2025-01-03 01:30:00+00:00,,,18.275,0.0
2025-01-03 01:45:00+00:00,,,14.325,0.0
2025-01-03 02:00:00+00:00,,,16.975,0.0
2025-01-03 02:15:00+00:00,,,18.1,0.0
2025-01-03 02:30:00+00:00,,,18.575,0.0
2025-01-03 02:45:00+00:00,,,20.675,0.0
2025-01-03 03:00:00+00:00,,,31.25,0.0
2025-01-03 03:15:00+00:00,,,21.8,0.0
2025-01-03 03:30:00+00:00,,,32.75,0.0
2025-01-03 03:45:00+00:00,,,9.8,0.0
2025-01-03 04:00:00+00:00,,,21.625,0.0
2025-01-03 04:15:00+00:00,,,42.75,0.0
2025-01-03 04:30:00+00:00,,,22.95,0.0
2025-01-03 04:45:00+00:00,,,23.675,0.0
2025-01-03 05:00:00+00:00,,,0.1205,0.0
2025-01-03 05:15:00+00:00,,,15.375,0.0
2025-01-03 05:30:00+00:00,,,5.15,0.0
2025-01-03 05:45:00+00:00,,,24.35,0.0
2025-01-03 06:00:00+00:00,,,26.0,0.0
2025-01-03 06:15:00+00:00,,,22.55,0.0
2025-01-03 06:30:00+00:00,,,25.25,0.0
2025-01-03 06:45:00+00:00,,,16.975,0.0
2025-01-03 07:00:00+00:00,,,20.35,0.0
2025-01-03 07:15:00+00:00,,,23.7,0.0
2025-01-03 07:30:00+00:00,,,24.275,0.0
2025-01-03 07:45:00+00:00,,,22.475,0.0
2025-01-03 08:00:00+00:00,,,18.375,0.0
2025-01-03 08:15:00+00:00,,,14.65,0.0
2025-01-03 08:30:00+00:00,,,28.75,0.0
2025-01-03 08:45:00+00:00,,,8.975,0.0
2025-01-03 09:00:00+00:00,,,28.0,0.0
2025-01-03 09:15:00+00:00,,,0.0,9.075
2025-01-03 09:30:00+00:00,,,0.0,12.6
2025-01-03 09:45:00+00:00,,,0.0,59.0
2025-01-03 10:00:00+00:00,,,0.0,77.25
2025-01-03 10:15:00+00:00,,,0.0,92.0
2025-01-03 10:30:00+00:00,,,0.0,77.75
2025-01-03 10:45:00+00:00,,,0.0,138.5
2025-01-03 11:00:00+00:00,,,0.0,181.5
2025-01-03 11:15:00+00:00,,,0.0,123.25
2025-01-03 11:30:00+00:00,,,0.0,68.0
2025-01-03 11:45:00+00:00,,,0.0,39.0
2025-01-03 12:00:00+00:00,,,0.0,16.775
2025-01-03 12:15:00+00:00,,,0.0,22.325
2025-01-03 12:30:00+00:00,,,0.0,24.925
2025-01-03 12:45:00+00:00,,,8.5,0.0
2025-01-03 13:00:00+00:00,,,0.0,52.25
2025-01-03 13:15:00+00:00,,,0.0,70.5
2025-01-03 13:30:00+00:00,,,0.0,60.5
2025-01-03 13:45:00+00:00,,,0.0,101.0
2025-01-03 14:00:00+00:00,,,0.0,41.0
2025-01-03 14:15:00+00:00,,,0.0,44.25
2025-01-03 14:30:00+00:00,,,0.0,32.25
2025-01-03 14:45:00+00:00,,,0.0,29.75
2025-01-03 15:00:00+00:00,,,10.625,0.0
2025-01-03 15:15:00+00:00,,,0.0,5.975
2025-01-03 15:30:00+00:00,,,3.05,0.0
2025-01-03 15:45:00+00:00,,,0.4625,0.0
2025-01-03 16:00:00+00:00,,,26.0,0.0
2025-01-03 16:15:00+00:00,,,26.0,0.0
2025-01-03 16:30:00+00:00,,,54.25,0.0
2025-01-03 16:45:00+00:00,,,55.25,0.0
2025-01-03 17:00:00+00:00,,,25.75,0.0
2025-01-03 17:15:00+00:00,,,26.75,0.0
2025-01-03 17:30:00+00:00,,,53.25,0.0
2025-01-03 17:45:00+00:00,,,34.75,0.0
2025-01-03 18:00:00+00:00,,,51.5,0.0
2025-01-03 18:15:00+00:00,,,35.5,0.0
2025-01-03 18:30:00+00:00,,,44.25,0.0
2025-01-03 18:45:00+00:00,,,27.5,0.0
2025-01-03 19:00:00+00:00,,,41.5,0.0
2025-01-03 19:15:00+00:00,,,17.125,0.0
2025-01-03 19:30:00+00:00,,,17.95,0.0
2025-01-03 19:45:00+00:00,,,18.5,0.0
2025-01-03 20:00:00+00:00,,,18.05,0.0
2025-01-03 20:15:00+00:00,,,13.75,0.0
2025-01-03 20:30:00+00:00,,,17.45,0.0
2025-01-03 20:45:00+00:00,,,15.4,0.0
2025-01-03 21:00:00+00:00,,,15.475,0.0
2025-01-03 21:15:00+00:00,,,16.075,0.0
2025-01-03 21:30:00+00:00,,,15.325,0.0
2025-01-03 21:45:00+00:00,,,15.45,0.0
2025-01-03 22:00:00+00:00,,,16.075,0.0
2025-01-03 22:15:00+00:00,,,15.3,0.0
2025-01-03 22:30:00+00:00,,,14.975,0.0
2025-01-03 22:45:00+00:00,,,15.35,0.0
2025-01-03 23:00:00+00:00,,,0.0,5.65
2025-01-03 23:15:00+00:00,,,6.4,0.0
2025-01-03 23:30:00+00:00,,,15.425,0.0
2025-01-03 23:45:00+00:00,,,7.5,0.0
2025-01-04 00:00:00+00:00,,,0.0,5.25
2025-01-04 00:15:00+00:00,,,2.85,0.0
2025-01-04 00:30:00+00:00,,,0.0,1.86
2025-01-04 00:45:00+00:00,,,0.0,2.525
2025-01-04 01:00:00+00:00,,,18.375,0.0
2025-01-04 01:15:00+00:00,,,18.825,0.0
2025-01-04 01:30:00+00:00,,,19.25,0.0
2025-01-04 01:45:00+00:00,,,6.825,0.0
2025-01-04 02:00:00+00:00,,,0.0,4.025
2025-01-04 02:15:00+00:00,,,0.9,0.0
2025-01-04 02:30:00+00:00,,,24.125,0.0
2025-01-04 02:45:00+00:00,,,17.1,0.0
2025-01-04 03:00:00+00:00,,,15.85,0.0
2025-01-04 03:15:00+00:00,,,0.0,2.675
2025-01-04 03:30:00+00:00,,,4.0,0.0
2025-01-04 03:45:00+00:00,,,0.0,9.25
2025-01-04 04:00:00+00:00,,,17.275,0.0
2025-01-04 04:15:00+00:00,,,18.15,0.0
2025-01-04 04:30:00+00:00,,,16.6,0.0
2025-01-04 04:45:00+00:00,,,39.0,0.0
2025-01-04 05:00:00+00:00,,,31.25,0.0
2025-01-04 05:15:00+00:00,,,30.25,0.0
2025-01-04 05:30:00+00:00,,,4.65,0.0
2025-01-04 05:45:00+00:00,,,3.525,0.0
2025-01-04 06:00:00+00:00,,,20.1,0.0
2025-01-04 06:15:00+00:00,,,18.0,0.0
2025-01-04 06:30:00+00:00,,,14.15,0.0
2025-01-04 06:45:00+00:00,,,5.1,0.0
2025-01-04 07:00:00+00:00,,,20.075,0.0
2025-01-04 07:15:00+00:00,,,23.175,0.0
2025-01-04 07:30:00+00:00,,,23.025,0.0
2025-01-04 07:45:00+00:00,,,18.075,0.0
2025-01-04 08:00:00+00:00,,,15.225,0.0
2025-01-04 08:15:00+00:00,,,6.525,0.0
2025-01-04 08:30:00+00:00,,,0.0,6.525
2025-01-04 08:45:00+00:00,,,0.0,18.025
2025-01-04 09:00:00+00:00,,,0.0,3.15
2025-01-04 09:15:00+00:00,,,0.0,47.75
2025-01-04 09:30:00+00:00,,,0.0,63.0
2025-01-04 09:45:00+00:00,,,0.0,78.25
2025-01-04 10:00:00+00:00,,,0.0,88.0
2025-01-04 10:15:00+00:00,,,0.0,140.75
2025-01-04 10:30:00+00:00,,,0.0,147.75
2025-01-04 10:45:00+00:00,,,0.0,163.75
2025-01-04 11:00:00+00:00,,,0.0,151.5
2025-01-04 11:15:00+00:00,,,0.0,145.75
2025-01-04 11:30:00+00:00,,,0.0,168.5
2025-01-04 11:45:00+00:00,,,0.0,188.0
2025-01-04 12:00:00+00:00,,,0.0,178.5
2025-01-04 12:15:00+00:00,,,0.0,108.5
2025-01-04 12:30:00+00:00,,,0.0,96.0
2025-01-04 12:45:00+00:00,,,0.0,58.5
2025-01-04 13:00:00+00:00,,,0.0,62.75
2025-01-04 13:15:00+00:00,,,0.0,148.75
2025-01-04 13:30:00+00:00,,,0.0,157.75
2025-01-04 13:45:00+00:00,,,0.0,109.5
2025-01-04 14:00:00+00:00,,,0.0,58.25
2025-01-04 14:15:00+00:00,,,0.0,77.5
2025-01-04 14:30:00+00:00,,,0.0,57.0
2025-01-04 14:45:00+00:00,,,0.0,8.275
2025-01-04 15:00:00+00:00,,,0.0,8.7
2025-01-04 15:15:00+00:00,,,0.375,0.0
2025-01-04 15:30:00+00:00,,,7.9,0.0
2025-01-04 15:45:00+00:00,,,11.65,0.0
2025-01-04 16:00:00+00:00,,,17.2,0.0
2025-01-04 16:15:00+00:00,,,17.8,0.0
2025-01-04 16:30:00+00:00,,,17.275,0.0
2025-01-04 16:45:00+00:00,,,46.75,0.0
2025-01-04 17:00:00+00:00,,,45.5,0.0
2025-01-04 17:15:00+00:00,,,46.0,0.0
2025-01-04 17:30:00+00:00,,,48.25,0.0
2025-01-04 17:45:00+00:00,,,47.75,0.0
2025-01-04 18:00:00+00:00,,,47.75,0.0
2025-01-04 18:15:00+00:00,,,48.0,0.0
2025-01-04 18:30:00+00:00,,,17.5,0.0
2025-01-04 18:45:00+00:00,,,18.45,0.0
2025-01-04 19:00:00+00:00,,,23.45,0.0
2025-01-04 19:15:00+00:00,,,19.775,0.0
2025-01-04 19:30:00+00:00,,,19.3,0.0
2025-01-04 19:45:00+00:00,,,17.325,0.0
2025-01-04 20:00:00+00:00,,,4.95,0.0
2025-01-04 20:15:00+00:00,,,16.675,0.0
2025-01-04 20:30:00+00:00,,,17.15,0.0
2025-01-04 20:45:00+00:00,,,17.7,0.0
2025-01-04 21:00:00+00:00,,,16.425,0.0
2025-01-04 21:15:00+00:00,,,22.275,0.0
2025-01-04 21:30:00+00:00,,,16.3,0.0
2025-01-04 21:45:00+00:00,,,15.3,0.0
2025-01-04 22:00:00+00:00,,,16.725,0.0
2025-01-04 22:15:00+00:00,,,18.675,0.0
2025-01-04 22:30:00+00:00,,,8.4,0.0
2025-01-04 22:45:00+00:00,,,0.0,4.475
2025-01-04 23:00:00+00:00,,,15.95,0.0
2025-01-04 23:15:00+00:00,,,12.05,0.0
2025-01-04 23:30:00+00:00,,,16.225,0.0
2025-01-04 23:45:00+00:00,,,3.05,0.0
2025-01-05 00:00:00+00:00,,,39.0,0.0
2025-01-05 00:15:00+00:00,,,37.75,0.0
2025-01-05 00:30:00+00:00,,,32.75,0.0
2025-01-05 00:45:00+00:00,,,20.075,0.0
2025-01-05 01:00:00+00:00,,,36.0,0.0
2025-01-05 01:15:00+00:00,,,18.1,0.0
2025-01-05 01:30:00+00:00,,,15.75,0.0
2025-01-05 01:45:00+00:00,,,13.675,0.0
2025-01-05 02:00:00+00:00,,,16.175,0.0
2025-01-05 02:15:00+00:00,,,21.1,0.0
2025-01-05 02:30:00+00:00,,,22.85,0.0
2025-01-05 02:45:00+00:00,,,14.675,0.0
2025-01-05 03:00:00+00:00,,,12.325,0.0
2025-01-05 03:15:00+00:00,,,5.475,0.0
2025-01-05 03:30:00+00:00,,,0.12075,0.0
2025-01-05 03:45:00+00:00,,,0.0,12.5
2025-01-05 04:00:00+00:00,,,0.0,38.5
2025-01-05 04:15:00+00:00,,,0.0,43.0
2025-01-05 04:30:00+00:00,,,0.0,30.75
2025-01-05 04:45:00+00:00,,,0.0,35.75
2025-01-05 05:00:00+00:00,,,31.25,0.0
2025-01-05 05:15:00+00:00,,,3.175,0.0
2025-01-05 05:30:00+00:00,,,34.0,0.0
2025-01-05 05:45:00+00:00,,,7.75,0.0
2025-01-05 06:00:00+00:00,,,56.0,0.0
2025-01-05 06:15:00+00:00,,,49.5,0.0
2025-01-05 06:30:00+00:00,,,34.5,0.0
2025-01-05 06:45:00+00:00,,,4.7,0.0
2025-01-05 07:00:00+00:00,,,49.75,0.0
2025-01-05 07:15:00+00:00,,,53.75,0.0
2025-01-05 07:30:00+00:00,,,41.0,0.0
2025-01-05 07:45:00+00:00,,,28.5,0.0
2025-01-05 08:00:00+00:00,,,23.05,0.0
2025-01-05 08:15:00+00:00,,,0.0,0.4
2025-01-05 08:30:00+00:00,,,0.0,3.9
2025-01-05 08:45:00+00:00,,,0.0,21.25
2025-01-05 09:00:00+00:00,,,0.0,49.5
2025-01-05 09:15:00+00:00,,,0.0,43.25
2025-01-05 09:30:00+00:00,,,0.0,19.325
2025-01-05 09:45:00+00:00,,,0.0,9.775
2025-01-05 10:00:00+00:00,,,0.73,0.0
2025-01-05 10:15:00+00:00,,,22.1,0.0
2025-01-05 10:30:00+00:00,,,35.0,0.0
2025-01-05 10:45:00+00:00,,,40.0,0.0
2025-01-05 11:00:00+00:00,,,55.0,0.0
2025-01-05 11:15:00+00:00,,,53.75,0.0
2025-01-05 11:30:00+00:00,,,53.0,0.0
2025-01-05 11:45:00+00:00,,,69.75,0.0
2025-01-05 12:00:00+00:00,,,69.75,0.0
2025-01-05 12:15:00+00:00,,,71.25,0.0
2025-01-05 12:30:00+00:00,,,101.0,0.0
2025-01-05 12:45:00+00:00,,,75.5,0.0
2025-01-05 13:00:00+00:00,,,73.25,0.0
2025-01-05 13:15:00+00:00,,,56.75,0.0
2025-01-05 13:30:00+00:00,,,59.5,0.0
2025-01-05 13:45:00+00:00,,,57.75,0.0
2025-01-05 14:00:00+00:00,,,61.25,0.0
2025-01-05 14:15:00+00:00,,,92.25,0.0
2025-01-05 14:30:00+00:00,,,81.0,0.0
2025-01-05 14:45:00+00:00,,,77.25,0.0
2025-01-05 15:00:00+00:00,,,89.0,0.0
2025-01-05 15:15:00+00:00,,,87.75,0.0
2025-01-05 15:30:00+00:00,,,59.0,0.0
2025-01-05 15:45:00+00:00,,,57.25,0.0
2025-01-05 16:00:00+00:00,,,56.25,0.0
2025-01-05 16:15:00+00:00,,,56.5,0.0
2025-01-05 16:30:00+00:00,,,43.5,0.0
2025-01-05 16:45:00+00:00,,,18.775,0.0
2025-01-05 17:00:00+00:00,,,18.8,0.0
2025-01-05 17:15:00+00:00,,,17.225,0.0
2025-01-05 17:30:00+00:00,,,17.85,0.0
2025-01-05 17:45:00+00:00,,,17.225,0.0
2025-01-05 18:00:00+00:00,,,16.675,0.0
2025-01-05 18:15:00+00:00,,,18.925,0.0
2025-01-05 18:30:00+00:00,,,16.825,0.0
2025-01-05 18:45:00+00:00,,,0.0,1.6875
2025-01-05 19:00:00+00:00,,,0.0,5.075
2025-01-05 19:15:00+00:00,,,0.0,5.25
2025-01-05 19:30:00+00:00,,,0.0,1.7775
2025-01-05 19:45:00+00:00,,,0.0,8.925
2025-01-05 20:00:00+00:00,,,6.95,0.0
2025-01-05 20:15:00+00:00,,,17.925,0.0
2025-01-05 20:30:00+00:00,,,0.0,4.125
2025-01-05 20:45:00+00:00,,,0.0,3.975
2025-01-05 21:00:00+00:00,,,0.0,0.49
2025-01-05 21:15:00+00:00,,,0.335,0.0
2025-01-05 21:30:00+00:00,,,6.9,0.0
2025-01-05 21:45:00+00:00,,,19.875,0.0
2025-01-05 22:00:00+00:00,,,21.55,0.0
2025-01-05 22:15:00+00:00,,,18.725,0.0
2025-01-05 22:30:00+00:00,,,12.0,0.0
2025-01-05 22:45:00+00:00,,,16.85,0.0
2025-01-05 23:00:00+00:00,,,24.1,0.0
2025-01-05 23:15:00+00:00,,,26.75,0.0
2025-01-05 23:30:00+00:00,,,26.0,0.0
2025-01-05 23:45:00+00:00,,,25.5,0.0
2025-01-06 00:00:00+00:00,,,26.5,0.0
2025-01-06 00:15:00+00:00,,,29.5,0.0
2025-01-06 00:30:00+00:00,,,27.5,0.0
2025-01-06 00:45:00+00:00,,,34.0,0.0
2025-01-06 01:00:00+00:00,,,38.5,0.0
2025-01-06 01:15:00+00:00,,,39.5,0.0
2025-01-06 01:30:00+00:00,,,35.25,0.0
2025-01-06 01:45:00+00:00,,,37.75,0.0
2025-01-06 02:00:00+00:00,,,37.25,0.0
2025-01-06 02:15:00+00:00,,,37.0,0.0
2025-01-06 02:30:00+00:00,,,38.75,0.0
2025-01-06 02:45:00+00:00,,,36.75,0.0
2025-01-06 03:00:00+00:00,,,42.5,0.0
2025-01-06 03:15:00+00:00,,,43.5,0.0
2025-01-06 03:30:00+00:00,,,35.75,0.0
2025-01-06 03:45:00+00:00,,,32.0,0.0
2025-01-06 04:00:00+00:00,,,25.5,0.0
2025-01-06 04:15:00+00:00,,,29.25,0.0
2025-01-06 04:30:00+00:00,,,39.75,0.0
2025-01-06 04:45:00+00:00,,,31.25,0.0
2025-01-06 05:00:00+00:00,,,31.5,0.0
2025-01-06 05:15:00+00:00,,,51.75,0.0
2025-01-06 05:30:00+00:00,,,42.25,0.0
2025-01-06 05:45:00+00:00,,,30.5,0.0
2025-01-06 06:00:00+00:00,,,59.75,0.0
2025-01-06 06:15:00+00:00,,,22.8,0.0
2025-01-06 06:30:00+00:00,,,16.75,0.0
2025-01-06 06:45:00+00:00,,,53.5,0.0
2025-01-06 07:00:00+00:00,,,30.25,0.0
2025-01-06 07:15:00+00:00,,,47.5,0.0
2025-01-06 07:30:00+00:00,,,64.75,0.0
2025-01-06 07:45:00+00:00,,,41.5,0.0
2025-01-06 08:00:00+00:00,,,4.425,0.0
